,title,id,imdb_id,imdb_score,imdb_votes,person_id,name,role
823,Django Unchained,tm41792,tt1853728,8.4,1472668.0,7071,Russ Tamblyn,ACTOR
824,Django Unchained,tm41792,tt1853728,8.4,1472668.0,1260571,Fatimah Taliah,ACTOR
749,Django Unchained,tm41792,tt1853728,8.4,1472668.0,6984,Michael Parks,ACTOR
754,Django Unchained,tm41792,tt1853728,8.4,1472668.0,2449,Marcus Henderson,ACTOR
753,Django Unchained,tm41792,tt1853728,8.4,1472668.0,2263,Keith Jefferson,ACTOR
1163,Bo Burnham: Make Happy,tm242736,tt5777636,8.4,14356.0,308,Bo Burnham,ACTOR
1164,Bo Burnham: Make Happy,tm242736,tt5777636,8.4,14356.0,35074,Lorene Scafaria,ACTOR
1274,Dave Chappelle: Sticks & Stones,tm827142,tt10810424,8.4,25687.0,14896,Dave Chappelle,ACTOR
1307,Our Planet: Behind the Scenes,tm825102,tt10746342,8.4,1672.0,67388,David Attenborough,ACTOR
820,Django Unchained,tm41792,tt1853728,8.4,1472668.0,2264,Belinda Owino,ACTOR
805,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77568,David G. Baker,ACTOR
776,Django Unchained,tm41792,tt1853728,8.4,1472668.0,24249,Omar J. Dorsey,ACTOR
751,Django Unchained,tm41792,tt1853728,8.4,1472668.0,2266,Quentin Tarantino,ACTOR
785,Django Unchained,tm41792,tt1853728,8.4,1472668.0,8900,Jamal Duff,ACTOR
783,Django Unchained,tm41792,tt1853728,8.4,1472668.0,30126,Edrick Browne,ACTOR
800,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77562,Tenaj L. Jackson,ACTOR
782,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77550,Jarrod Bunch,ACTOR
781,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77549,Nicholas Dashnaw,ACTOR
766,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77545,Kim Collins,ACTOR
780,Django Unchained,tm41792,tt1853728,8.4,1472668.0,8178,Ritchie Montgomery,ACTOR
779,Django Unchained,tm41792,tt1853728,8.4,1472668.0,24470,Brian Brown,ACTOR
778,Django Unchained,tm41792,tt1853728,8.4,1472668.0,2262,Craig Stark,ACTOR
777,Django Unchained,tm41792,tt1853728,8.4,1472668.0,9314,Evan Parke,ACTOR
788,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77552,Keniaryn Mitchell,ACTOR
801,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77563,Carl Bailey,ACTOR
799,Django Unchained,tm41792,tt1853728,8.4,1472668.0,76428,Kimberley Drummond,ACTOR
787,Django Unchained,tm41792,tt1853728,8.4,1472668.0,60102,Lewis Smith,ACTOR
790,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77554,Carl Singleton,ACTOR
804,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77567,Seth Bailey,ACTOR
745,Django Unchained,tm41792,tt1853728,8.4,1472668.0,3733,Jake Garber,ACTOR
683,Louis C.K.: Hilarious,tm104880,tt1421373,8.4,11973.0,5231,Louis C.K.,ACTOR
784,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77551,Kerry Sims,ACTOR
803,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77565,Gregory Allen Gabroy,ACTOR
796,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77559,Catherine Lambert,ACTOR
789,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77553,Jakel Marshall,ACTOR
791,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77555,Ashley Toman,ACTOR
792,Django Unchained,tm41792,tt1853728,8.4,1472668.0,12004,John McConnell,ACTOR
793,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77556,Mark Amos,ACTOR
794,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77557,Monica Rene'e Anderson,ACTOR
744,Django Unchained,tm41792,tt1853728,8.4,1472668.0,31443,Robert Carradine,ACTOR
752,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77537,Amari Cheatom,ACTOR
795,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77558,Marsha Stephanie Blake,ACTOR
798,Django Unchained,tm41792,tt1853728,8.4,1472668.0,77560,Takara Clark,ACTOR
786,Django Unchained,tm41792,tt1853728,8.4,1472668.0,28820,Todd Allen,ACTOR
28,Taxi Driver,tm84618,tt0075314,8.3,795222.0,17421,Debbi Morgan,ACTOR
185,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341417,Dario Iori,ACTOR
23,Taxi Driver,tm84618,tt0075314,8.3,795222.0,475303,Nicholas Shields,ACTOR
24,Taxi Driver,tm84618,tt0075314,8.3,795222.0,43540,Ralph S. Singleton,ACTOR
25,Taxi Driver,tm84618,tt0075314,8.3,795222.0,466061,Annie Gagen,ACTOR
26,Taxi Driver,tm84618,tt0075314,8.3,795222.0,212023,Carson Grant,ACTOR
184,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341491,Nelson Camp,ACTOR
140,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,9470,Clem Caserta,ACTOR
139,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,5750,James Russo,ACTOR
22,Taxi Driver,tm84618,tt0075314,8.3,795222.0,15551,Peter Savage,ACTOR
188,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341412,Chuck Low,ACTOR
21,Taxi Driver,tm84618,tt0075314,8.3,795222.0,49567,Steven Prince,ACTOR
33,Taxi Driver,tm84618,tt0075314,8.3,795222.0,1393387,Billie Perkins,ACTOR
35,Taxi Driver,tm84618,tt0075314,8.3,795222.0,9451,Charles Scorsese,ACTOR
191,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341601,Nicola Roberto,ACTOR
170,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,6642,Estelle Harris,ACTOR
171,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341618,Gerritt Debeer,ACTOR
172,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1030723,Alexander Godfrey,ACTOR
173,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1419294,Cliff Cudney,ACTOR
34,Taxi Driver,tm84618,tt0075314,8.3,795222.0,9446,Catherine Scorsese,ACTOR
174,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341539,Paul Farentino,ACTOR
186,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341484,Ole Jorgensen,ACTOR
175,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,924004,Bruce Bahrenburg,ACTOR
176,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341479,Mort Freeman,ACTOR
32,Taxi Driver,tm84618,tt0075314,8.3,795222.0,1662310,Nat Grant,ACTOR
31,Taxi Driver,tm84618,tt0075314,8.3,795222.0,1141852,Garth Avery,ACTOR
177,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341416,Massimo Liti,ACTOR
30,Taxi Driver,tm84618,tt0075314,8.3,795222.0,811415,Copper Cunningham,ACTOR
29,Taxi Driver,tm84618,tt0075314,8.3,795222.0,38141,Don Stroud,ACTOR
192,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,543125,Gianni Sanjust,ACTOR
168,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1594,Arnon Milchan,ACTOR
144,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81009,Sandra Solberg,ACTOR
143,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81008,Mike Gendel,ACTOR
20,Taxi Driver,tm84618,tt0075314,8.3,795222.0,519618,Harlan Cary Poe,ACTOR
141,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81007,Frank Sisto,ACTOR
19,Taxi Driver,tm84618,tt0075314,8.3,795222.0,20447,Harry Northup,ACTOR
183,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341460,Nunzio Giuliani,ACTOR
119,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,9438,Joe Pesci,ACTOR
118,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,6756,Elizabeth McGovern,ACTOR
187,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,434738,Francesca Leone,ACTOR
116,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,3748,Robert De Niro,ACTOR
18,Taxi Driver,tm84618,tt0075314,8.3,795222.0,8424,Norman Matlock,ACTOR
180,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341643,Greg Anthony,ACTOR
182,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341529,Matteo Cafiso,ACTOR
181,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,94114,Scott Coffey,ACTOR
190,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341712,Ryan Paris,ACTOR
239,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,1787928,David George,ACTOR
142,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,30012,Jerry Strivelli,ACTOR
178,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341637,Jay Zeely,ACTOR
220,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,182569,Marcus D'Amico,ACTOR
27,Taxi Driver,tm84618,tt0075314,8.3,795222.0,5367,Mary-Pat Green,ACTOR
151,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,20581,Mario Brega,ACTOR
162,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341620,Ann Neville,ACTOR
193,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,488781,Alex Serra,ACTOR
146,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,5684,Paul Herman,ACTOR
147,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,111590,Bruno Iannone,ACTOR
148,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,61606,Bruno Bilotta,ACTOR
149,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,29073,Ray Dittrich,ACTOR
150,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,11550,Richard Foronjy,ACTOR
152,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,752070,Angelo Florio,ACTOR
164,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341629,Linda Ipanema,ACTOR
153,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,5940,Marcia Jean Kurtz,ACTOR
161,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,298686,Marvin Scott,ACTOR
154,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,821438,Gerard Murphy,ACTOR
155,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,112286,Dutch Miller,ACTOR
157,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,302112,Amy Ryder,ACTOR
158,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,476911,Karen Shallo,ACTOR
159,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341561,Frankie Caserta,ACTOR
163,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,551078,Joey Faye,ACTOR
206,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,1314,Ed O'Ross,ACTOR
205,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,24205,Kevyn Major Howard,ACTOR
216,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,112301,Sal Lopez,ACTOR
204,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,17675,Arliss Howard,ACTOR
165,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,116852,Tandy Cronyn,ACTOR
17,Taxi Driver,tm84618,tt0075314,8.3,795222.0,519616,Brenda Dickson,ACTOR
189,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,469679,Ron Nummi,ACTOR
15,Taxi Driver,tm84618,tt0075314,8.3,795222.0,7753,Joe Spinell,ACTOR
219,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207535,Tan Hung Francione,ACTOR
217,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,11743,Papillon Soo,ACTOR
215,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207528,Gary Landon Mills,ACTOR
207,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,62513,John Terry,ACTOR
214,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,50869,Ian Tyler,ACTOR
213,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,32191,Kirk Taylor,ACTOR
212,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,90057,Peter Edmund,ACTOR
211,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,126879,Tim Colceri,ACTOR
210,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,28624,Jon Stafford,ACTOR
209,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,205944,Kieron Jecchinis,ACTOR
208,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,11655,Bruce Boa,ACTOR
160,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341749,Joey Marzella,ACTOR
203,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,32851,Dorian Harewood,ACTOR
230,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,93627,Chris Maybach,ACTOR
194,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,551439,Susan Spafford,ACTOR
11,Taxi Driver,tm84618,tt0075314,8.3,795222.0,519614,Richard Higgs,ACTOR
3,Taxi Driver,tm84618,tt0075314,8.3,795222.0,3739,Harvey Keitel,ACTOR
201,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,6432,Vincent D'Onofrio,ACTOR
200,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,4704,Adam Baldwin,ACTOR
199,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,11091,Matthew Modine,ACTOR
197,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,7205,Louise Fletcher,ACTOR
195,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,120119,Mark Frazer,ACTOR
2,Taxi Driver,tm84618,tt0075314,8.3,795222.0,7064,Albert Brooks,ACTOR
8,Taxi Driver,tm84618,tt0075314,8.3,795222.0,519613,Gino Ardito,ACTOR
4,Taxi Driver,tm84618,tt0075314,8.3,795222.0,48933,Cybill Shepherd,ACTOR
12,Taxi Driver,tm84618,tt0075314,8.3,795222.0,519615,Bill Minkin,ACTOR
14,Taxi Driver,tm84618,tt0075314,8.3,795222.0,20935,Victor Argo,ACTOR
218,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207531,Ngoc Le,ACTOR
196,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,506691,Maria Pia Monicelli,ACTOR
13,Taxi Driver,tm84618,tt0075314,8.3,795222.0,82426,Bob Maroff,ACTOR
221,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207536,Costas Dino Chimona,ACTOR
9,Taxi Driver,tm84618,tt0075314,8.3,795222.0,3308,Martin Scorsese,ACTOR
5,Taxi Driver,tm84618,tt0075314,8.3,795222.0,32267,Peter Boyle,ACTOR
6,Taxi Driver,tm84618,tt0075314,8.3,795222.0,519612,Leonard Harris,ACTOR
10,Taxi Driver,tm84618,tt0075314,8.3,795222.0,43791,Murray Moston,ACTOR
202,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,6647,R. Lee Ermey,ACTOR
7,Taxi Driver,tm84618,tt0075314,8.3,795222.0,29068,Diahnne Abbott,ACTOR
238,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207367,John Ward,ACTOR
237,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,46486,David Palffy,ACTOR
236,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,21108,Stanley Kubrick,ACTOR
235,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207366,Vivian Kubrick,ACTOR
234,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,784634,Tony Carey,ACTOR
232,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207364,Michael Anthony Williams,ACTOR
229,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207530,John Curtis,ACTOR
227,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,1876841,Robert E. Hartenberger,ACTOR
231,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207363,Gary Smith,ACTOR
223,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207533,Peter Merrill,ACTOR
224,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,598789,Herbert Norville,ACTOR
226,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207529,Philip Bailey,ACTOR
225,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,479173,Gil Kopel,ACTOR
228,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,44991,Steve Hudson,ACTOR
166,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,469888,Richard Zobel,ACTOR
222,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207532,Keith Hodiak,ACTOR
179,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,47416,Salvatore Billa,ACTOR
1233,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985817,Christian Henderson,ACTOR
1248,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,109810,Charli XCX,ACTOR
1249,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,778845,Camila Cabello,ACTOR
1250,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,122224,Tiffany Haddish,ACTOR
1225,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985990,Eliotte Woodford,ACTOR
1231,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985919,Mike Meadows,ACTOR
1232,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1983119,Paul Sidoti,ACTOR
1230,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1933773,Melanie Nyema,ACTOR
1234,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,27480,Christian Owens,ACTOR
1104,Bill Burr: I'm Sorry You Feel That Way,tm149038,tt3823690,8.3,7954.0,12204,Bill Burr,ACTOR
1235,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985669,Giuseppe Giofre,ACTOR
1229,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985577,Max Bernstein,ACTOR
1228,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985930,Matt Billingslea,ACTOR
1227,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1294479,Kamilah Marshall,ACTOR
1238,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985698,Jake Kodish,ACTOR
1236,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985900,Gracie Stewart,ACTOR
1246,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1816981,Stephanie Mincone,ACTOR
1116,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797737,Cissy Jones,ACTOR
1098,Bo Burnham: What.,tm162271,tt3210258,8.3,11488.0,308,Bo Burnham,ACTOR
1118,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,983790,Catherine Ashton,ACTOR
1244,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985640,Nadine Olmo,ACTOR
138,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81003,Noah Moazezi,ACTOR
233,Full Metal Jacket,tm22327,tt0093058,8.3,723306.0,207365,John Wilson,ACTOR
137,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,712557,Julie Cohen,ACTOR
1240,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1816842,Jazz Smith,ACTOR
1247,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985816,Yoe Apolinario Renovales,ACTOR
1245,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985711,Robert Green,ACTOR
1237,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985670,Grant Gilmore,ACTOR
1243,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985765,Mark Villaver,ACTOR
1223,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985786,David Cook,ACTOR
1242,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985831,Maria Wada,ACTOR
1241,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,2265130,Maho Udo,ACTOR
1239,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1966055,Jake Landgrebe,ACTOR
136,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81002,Adrian Curran,ACTOR
1226,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,1985874,Jeslyn Gorman,ACTOR
1119,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797729,Serhii Averchenko,ACTOR
1224,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,169790,Amos Heller,ACTOR
1117,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797726,Bishop Agapit,ACTOR
1120,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797722,Kristina Berdinskikh,ACTOR
145,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81006,Margherita Pace,ACTOR
1208,Cuba and the Cameraman,tm349529,tt7320560,8.3,4715.0,69510,Jon Alpert,ACTOR
1123,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797734,Bogdan Dubas,ACTOR
1124,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797736,Kurganskyi Eduard,ACTOR
1125,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797731,Mykhailo Havryliuk,ACTOR
1126,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797893,Natan Hazin,ACTOR
1127,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797942,Dmytro Holubnychy,ACTOR
1128,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797848,Timur Ibragimov,ACTOR
1129,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797871,Said Ismagilov,ACTOR
1209,Cuba and the Cameraman,tm349529,tt7320560,8.3,4715.0,65315,Fidel Castro,ACTOR
1,Taxi Driver,tm84618,tt0075314,8.3,795222.0,14658,Jodie Foster,ACTOR
1210,Cuba and the Cameraman,tm349529,tt7320560,8.3,4715.0,843843,Angél Borrego,ACTOR
1211,Cuba and the Cameraman,tm349529,tt7320560,8.3,4715.0,843849,Cristobal Borrego,ACTOR
1212,Cuba and the Cameraman,tm349529,tt7320560,8.3,4715.0,843853,Gregorio Borrego,ACTOR
1213,Cuba and the Cameraman,tm349529,tt7320560,8.3,4715.0,843854,Luis Amores,ACTOR
1222,Taylor Swift: Reputation Stadium Tour,tm448122,tt9426852,8.3,5293.0,6721,Taylor Swift,ACTOR
169,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1341752,Marty Licata,ACTOR
156,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,17817,Robert Harper,ACTOR
1122,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797741,Valery Dovgiy,ACTOR
1121,Winter on Fire: Ukraine's Fight for Freedom,tm220594,tt4908644,8.3,17710.0,797727,Pavlo Dobryanskyy,ACTOR
130,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81005,Frank Gio,ACTOR
128,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81000,Larry Rapp,ACTOR
121,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,7749,Burt Young,ACTOR
122,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,16204,Treat Williams,ACTOR
123,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,28073,Danny Aiello,ACTOR
124,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,14853,Richard Bright,ACTOR
125,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,80999,James Hayden,ACTOR
167,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,17146,Baxter Harris,ACTOR
127,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,30008,Darlanne Fluegel,ACTOR
129,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,27089,Olga Karlatos,ACTOR
0,Taxi Driver,tm84618,tt0075314,8.3,795222.0,3748,Robert De Niro,ACTOR
131,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,1575,Jennifer Connelly,ACTOR
16,Taxi Driver,tm84618,tt0075314,8.3,795222.0,43279,Robinson Frank Adu,ACTOR
132,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81001,Scott Schutzman Tiler,ACTOR
133,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,60657,Rusty Jacobs,ACTOR
134,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,22241,Brian Bloom,ACTOR
135,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,81004,Mike Monetti,ACTOR
120,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,68563,Tuesday Weld,ACTOR
126,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,24555,William Forsythe,ACTOR
117,Once Upon a Time in America,tm180542,tt0087843,8.3,342335.0,12171,James Woods,ACTOR
1287,Disclosure,tm845437,tt8637504,8.2,5301.0,2141964,Rain Valdez,ACTOR
1296,Disclosure,tm845437,tt8637504,8.2,5301.0,2441,Michael D. Cohen,ACTOR
1294,Disclosure,tm845437,tt8637504,8.2,5301.0,98339,Candis Cayne,ACTOR
1293,Disclosure,tm845437,tt8637504,8.2,5301.0,274451,Alexandra Grey,ACTOR
842,Warrior,tm166548,tt1291584,8.2,463276.0,1433868,Capri Thomas,ACTOR
1283,Disclosure,tm845437,tt8637504,8.2,5301.0,1226960,Brian Michael Smith,ACTOR
841,Warrior,tm166548,tt1291584,8.2,463276.0,12445,Laura Chinn,ACTOR
830,Warrior,tm166548,tt1291584,8.2,463276.0,1586,Nick Nolte,ACTOR
1280,Disclosure,tm845437,tt8637504,8.2,5301.0,154158,Susan Stryker,ACTOR
832,Warrior,tm166548,tt1291584,8.2,463276.0,9085,Bryan Callen,ACTOR
1279,Disclosure,tm845437,tt8637504,8.2,5301.0,376759,Alexandra Billings,ACTOR
826,Warrior,tm166548,tt1291584,8.2,463276.0,732,Joel Edgerton,ACTOR
827,Warrior,tm166548,tt1291584,8.2,463276.0,1640,Tom Hardy,ACTOR
1215,Hasan Minhaj: Homecoming King,tm322569,tt6900940,8.2,7120.0,355190,Hasan Minhaj,ACTOR
828,Warrior,tm166548,tt1291584,8.2,463276.0,6198,Jennifer Morrison,ACTOR
829,Warrior,tm166548,tt1291584,8.2,463276.0,8912,Frank Grillo,ACTOR
831,Warrior,tm166548,tt1291584,8.2,463276.0,12442,Denzel Whitaker,ACTOR
